family_id	head	size	book_hits	raw_hits	book_members	peak_word	charged	labelled	charged_pct	pos_ct	neg_ct	contrast	held	done	eligible
oewn-13408382-n	paper money	13	24	200	4	note	0	13	0.0	0	0	0	0	0	0
oewn-15158573-n	duration	13	24	153	7	value	1	13	0.08	1	0	0	0	0	0
oewn-00086039-n	seizure	12	24	77	4	distress	0	12	0.0	0	0	0	0	0	0
oewn-00453279-n	hunt	12	24	94	3	hunt	0	12	0.0	0	0	0	0	0	0
oewn-04894324-n	conceit	12	24	79	5	vanity	7	12	0.58	3	4	1	0	0	0
oewn-07233130-n	report	12	24	192	3	study	0	12	0.0	0	0	0	0	0	0
oewn-05075630-n	gradient	11	24	75	8	pitch	0	11	0.0	0	0	0	0	0	0
oewn-05761561-n	education	11	24	149	5	school	2	11	0.18	1	1	1	0	0	0
oewn-10184340-n	head of state	11	24	46	4	president	0	11	0.0	0	0	0	0	0	0
oewn-04495252-n	trophy	10	24	106	4	silver	0	10	0.0	0	0	0	0	0	0
oewn-04875961-n	honorableness	10	24	43	4	grandeur	6	10	0.6	6	0	0	0	0	0
oewn-03327515-n	farm building	9	24	27	2	stable	0	9	0.0	0	0	0	0	0	0
oewn-03521174-n	heroin	9	24	73	3	thunder	0	9	0.0	0	0	0	0	0	0
oewn-04095909-n	ride	9	24	48	2	ride	0	9	0.0	0	0	0	0	0	0
oewn-06334605-n	adverb	9	24	35	4	positive	2	9	0.22	2	0	0	0	0	0
oewn-07371276-n	increase	9	24	125	6	jump	0	9	0.0	0	0	0	0	0	0
oewn-07687880-n	edible fat	9	24	87	2	oil	0	9	0.0	0	0	0	0	0	0
oewn-01179523-n	protest	8	24	92	5	objection	0	8	0.0	0	0	0	0	0	0
oewn-02959203-n	cape	8	24	47	4	cape	0	8	0.0	0	0	0	0	0	0
oewn-03808656-n	muzzle loader	8	24	24	1	musket	0	8	0.0	0	0	0	0	0	0
oewn-05700384-n	determinant	8	24	119	1	influence	0	8	0.0	0	0	0	0	0	0
oewn-06780713-n	shot	8	24	192	6	shot	0	8	0.0	0	0	0	0	0	0
oewn-08474004-n	ordering	8	24	277	4	order	0	8	0.0	0	0	0	0	0	0
oewn-14585210-n	deterioration	8	24	76	3	wear	3	8	0.38	0	3	0	0	0	0
oewn-00329328-n	slide	7	24	132	5	coast	3	7	0.43	0	3	0	0	0	0
oewn-00745741-n	injury	7	24	59	5	injury	0	7	0.0	0	0	0	0	0	0
oewn-00941444-n	arrangement	7	24	72	3	arrangement	0	7	0.0	0	0	0	0	0	0
oewn-02404662-n	bovine	7	24	30	3	cattle	0	7	0.0	0	0	0	0	0	0
oewn-02950684-n	canal	7	24	250	3	cut	0	7	0.0	0	0	0	0	0	0
oewn-04821469-n	magnificence	7	24	48	6	grandeur	7	7	1.0	7	0	0	0	0	0
oewn-05790881-n	resolution	7	24	107	2	resolution	0	7	0.0	0	0	0	0	0	0
oewn-08323595-n	varna	7	24	25	2	varna	5	7	0.71	3	2	1	0	0	0
oewn-00181262-n	adoption	6	24	87	5	bosom	2	6	0.33	2	0	0	0	0	0
oewn-00967515-n	violence	6	24	153	3	force	1	6	0.17	0	1	0	0	0	0
oewn-01227516-n	insult	6	24	41	4	insult	3	6	0.5	1	2	1	0	0	0
oewn-01683119-n	fence lizard	6	24	49	1	swift	0	6	0.0	0	0	0	0	0	0
oewn-05201846-n	force	6	24	180	3	force	1	6	0.17	1	0	0	0	0	0
oewn-07299259-n	accompaniment	6	24	84	4	attendant	0	6	0.0	0	0	0	0	0	0
oewn-07357963-n	recurrence	6	24	263	2	return	1	6	0.17	0	1	0	0	0	0
oewn-10595231-n	seeker	6	24	70	3	hunter	0	6	0.0	0	0	0	0	0	0
oewn-14013549-n	purity	6	24	71	3	whiteness	6	6	1.0	5	1	1	0	0	0
oewn-00090171-n	restitution	5	24	270	3	return	0	5	0.0	0	0	0	0	0	0
oewn-00147676-n	merging	5	24	127	3	meeting	0	5	0.0	0	0	0	0	0	0
oewn-00336210-n	inclination	5	24	107	5	inclination	0	5	0.0	0	0	0	0	0	0
oewn-00454959-n	fishing	5	24	114	3	cast	0	5	0.0	0	0	0	0	0	0
oewn-01834353-n	apodiform bird	5	24	49	1	swift	0	5	0.0	0	0	0	0	0	0
oewn-02775559-n	badminton equipment	5	24	111	3	bird	0	5	0.0	0	0	0	0	0	0
oewn-03114532-n	corner	5	24	201	2	corner	0	5	0.0	0	0	0	0	0	0
oewn-04153115-n	school	5	24	118	3	school	0	5	0.0	0	0	0	0	0	0
oewn-04371914-n	surgical knife	5	24	67	2	lance	0	5	0.0	0	0	0	0	0	0
oewn-05631720-n	natural ability	5	24	56	3	talent	0	5	0.0	0	0	0	0	0	0
oewn-06701267-n	memorial	5	24	49	3	remembrance	3	5	0.6	3	0	0	0	0	0
oewn-08521615-n	barren	5	24	53	3	waste	0	5	0.0	0	0	0	0	0	0
oewn-10185041-n	hearer	5	24	25	4	listener	0	5	0.0	0	0	0	0	0	0
oewn-10318314-n	master	5	24	170	2	master	0	5	0.0	0	0	0	0	0	0
oewn-10486484-n	preserver	5	24	25	3	protector	1	5	0.2	0	1	0	0	0	0
oewn-13833622-n	affinity	5	24	76	3	sympathy	2	5	0.4	2	0	0	0	0	0
oewn-14538407-n	kingdom	5	24	214	3	land	2	5	0.4	2	0	0	0	0	0
oewn-00169479-n	move	4	24	109	2	move	0	4	0.0	0	0	0	0	0	0
oewn-00446336-n	rowing	4	24	77	3	row	0	4	0.0	0	0	0	0	0	0
oewn-01834808-n	swift	4	24	49	1	swift	0	4	0.0	0	0	0	0	0	0
oewn-02745758-n	arrow	4	24	47	2	quarrel	0	4	0.0	0	0	0	0	0	0
oewn-03330714-n	feature	4	24	102	2	feature	0	4	0.0	0	0	0	0	0	0
oewn-03479089-n	habit	4	24	122	2	habit	0	4	0.0	0	0	0	0	0	0
oewn-05789797-n	breakdown	4	24	107	2	resolution	0	4	0.0	0	0	0	0	0	0
oewn-05819240-n	food	4	24	70	3	food	1	4	0.25	1	0	0	0	0	0
oewn-06148033-n	cognitive psychology	4	24	120	1	memory	0	4	0.0	0	0	0	0	0	0
oewn-07043169-n	motif	4	24	72	2	motive	2	4	0.5	0	2	0	0	0	0
oewn-07227272-n	notice	4	24	157	3	notice	0	4	0.0	0	0	0	0	0	0
oewn-07307886-n	deal	4	24	215	1	deal	3	4	0.75	3	0	0	0	0	0
oewn-08477596-n	streak	4	24	315	2	run	0	4	0.0	0	0	0	0	0	0
oewn-10145714-n	generator	4	24	80	3	source	0	4	0.0	0	0	0	0	0	0
oewn-11484145-n	good luck	4	24	73	3	fluke	1	4	0.25	1	0	0	0	0	0
oewn-14550366-n	unsusceptibility	4	24	49	3	freedom	0	4	0.0	0	0	0	0	0	0
oewn-14864016-n	dust	4	24	73	1	dust	0	4	0.0	0	0	0	0	0	0
oewn-02162607-n	insect	74	23	84	9	queen	5	74	0.07	0	5	0	0	0	0
oewn-07758680-n	berry	33	23	63	6	huckleberry	0	33	0.0	0	0	0	0	0	0
oewn-05523321-n	sac	32	23	169	5	pocket	0	32	0.0	0	0	0	0	0	0
oewn-03409359-n	furnace	23	23	32	3	forge	0	23	0.0	0	0	0	0	0	0
oewn-02788671-n	bandage	22	23	114	5	cast	0	22	0.0	0	0	0	0	0	0
oewn-00405224-n	change of shape	20	23	70	12	bending	0	20	0.0	0	0	0	0	0	0
oewn-07725078-n	greens	20	23	106	2	green	3	20	0.15	3	0	0	0	0	0
oewn-00135600-n	punch	16	23	112	6	hook	4	16	0.25	1	3	1	0	0	0
oewn-00384760-n	break	16	23	163	7	break	0	16	0.0	0	0	0	0	0	0
oewn-05082771-n	placement	16	23	126	7	arrangement	0	16	0.0	0	0	0	0	0	0
oewn-01014302-n	grouping	15	23	46	8	collection	0	15	0.0	0	0	0	0	0	0
oewn-02679115-n	acoustic device	15	23	123	5	bell	0	15	0.0	0	0	0	0	0	0
oewn-04585055-n	whip	13	23	124	6	cat	2	13	0.15	0	2	0	0	0	0
oewn-07208618-n	interrogation	13	23	70	4	examination	1	13	0.08	0	1	0	0	0	0
oewn-02682269-n	addition	12	23	173	5	attachment	1	12	0.08	0	1	0	0	0	0
oewn-13419414-n	debt instrument	12	23	186	3	note	0	12	0.0	0	0	0	0	0	0
oewn-14429977-n	irritation	12	23	79	8	impatience	4	12	0.33	0	4	0	0	0	0
oewn-04615925-n	writing implement	11	23	90	5	pen	0	11	0.0	0	0	0	0	0	0
oewn-05698074-n	obstacle	11	23	64	7	barrier	2	11	0.18	0	2	0	0	0	0
oewn-09327371-n	hole	11	23	120	6	hole	0	11	0.0	0	0	0	0	0	0
oewn-15162842-n	vacation	11	23	51	5	holiday	1	11	0.09	1	0	0	0	0	0
oewn-00433629-n	avocation	9	23	78	3	pursuit	0	9	0.0	0	0	0	0	0	0
oewn-00446787-n	boxing	9	23	96	3	fight	0	9	0.0	0	0	0	0	0	0
oewn-02680572-n	action	9	23	255	3	action	0	9	0.0	0	0	0	0	0	0
oewn-03685038-n	living room	9	23	39	5	parlor	0	9	0.0	0	0	0	0	0	0
oewn-03706297-n	machine	9	23	107	6	wheel	0	9	0.0	0	0	0	0	0	0
oewn-04813883-n	worthiness	9	23	46	1	merit	5	9	0.56	5	0	0	0	0	0
oewn-04849041-n	tact	9	23	148	5	address	4	9	0.44	4	0	0	0	0	0
oewn-06324641-n	construction	9	23	171	5	expression	1	9	0.11	0	1	0	0	0	0
oewn-09515097-n	monster	9	23	115	2	monster	2	9	0.22	0	2	0	0	0	0
oewn-09942257-n	church officer	9	23	50	5	elder	0	9	0.0	0	0	0	0	0	0
oewn-13885383-n	figure	9	23	210	3	figure	0	9	0.0	0	0	0	0	0	0
oewn-14002658-n	turbulence	9	23	90	4	agitation	0	9	0.0	0	0	0	0	0	0
oewn-14543880-n	atmosphere	9	23	80	2	fog	0	9	0.0	0	0	0	0	0	0
oewn-00330053-n	flow	8	23	134	6	stream	0	8	0.0	0	0	0	0	0	0
oewn-00623824-n	hunt	8	23	95	4	hunt	0	8	0.0	0	0	0	0	0	0
oewn-02718424-n	anteroom	8	23	136	6	hall	0	8	0.0	0	0	0	0	0	0
oewn-10089234-n	executioner	8	23	23	3	headsman	0	8	0.0	0	0	0	0	0	0
oewn-00104654-n	drive	7	23	173	4	drive	0	7	0.0	0	0	0	0	0	0
oewn-06602491-n	impression	7	23	149	4	proof	0	7	0.0	0	0	0	0	0	0
oewn-07902824-n	beer	7	23	24	3	beer	0	7	0.0	0	0	0	0	0	0
oewn-08431076-n	jury	7	23	45	2	jury	1	7	0.14	0	1	0	0	0	0
oewn-08613276-n	latitude	7	23	54	3	latitude	0	7	0.0	0	0	0	0	0	0
oewn-09570240-n	apparition	7	23	56	3	phantom	0	7	0.0	0	0	0	0	0	0
oewn-10455134-n	pirate	7	23	68	2	pirate	0	7	0.0	0	0	0	0	0	0
oewn-13927849-n	incision	7	23	96	7	score	0	7	0.0	0	0	0	0	0	0
oewn-00534959-n	dance step	6	23	253	1	step	0	6	0.0	0	0	0	0	0	0
oewn-01024120-n	survival	6	23	69	3	custom	3	6	0.5	3	0	0	0	0	0
oewn-02123649-n	feline	6	23	156	4	cat	0	6	0.0	0	0	0	0	0	0
oewn-05321204-n	protective fold	6	23	52	2	lid	0	6	0.0	0	0	0	0	0	0
oewn-06412971-n	transition	6	23	249	4	cut	0	6	0.0	0	0	0	0	0	0
oewn-06728866-n	contempt	6	23	57	5	contempt	4	6	0.67	0	4	0	0	0	0
oewn-08253542-n	trust	6	23	134	2	trust	0	6	0.0	0	0	0	0	0	0
oewn-13625961-n	monetary unit	6	23	92	1	dollar	0	6	0.0	0	0	0	0	0	0
oewn-14486530-n	failing	6	23	84	4	weakness	4	6	0.67	0	4	0	0	0	0
oewn-02978671-n	case	5	23	460	1	case	0	5	0.0	0	0	0	0	0	0
oewn-03115320-n	cornet	5	23	70	4	horn	0	5	0.0	0	0	0	0	0	0
oewn-06760383-n	notice	5	23	150	2	notice	0	5	0.0	0	0	0	0	0	0
oewn-00378172-n	explosion	4	23	94	2	burst	0	4	0.0	0	0	0	0	0	0
oewn-03495425-n	handwear	4	23	46	2	muff	0	4	0.0	0	0	0	0	0	0
oewn-03819652-n	neck	4	23	116	1	neck	0	4	0.0	0	0	0	0	0	0
oewn-06742613-n	claim	4	23	103	3	claim	0	4	0.0	0	0	0	0	0	0
oewn-07129117-n	semivowel	4	23	29	2	yer	0	4	0.0	0	0	0	0	0	0
oewn-07184131-n	commission	4	23	243	3	direction	1	4	0.25	0	1	0	0	0	0
oewn-08007806-n	congregation	4	23	70	4	faithful	0	4	0.0	0	0	0	0	0	0
oewn-13683378-n	dollar	4	23	92	1	dollar	0	4	0.0	0	0	0	0	0	0
oewn-13776433-n	addition	4	23	110	3	gain	0	4	0.0	0	0	0	0	0	0
oewn-14008098-n	shade	4	23	209	2	shadow	0	4	0.0	0	0	0	0	0	0
oewn-14469215-n	relief	4	23	149	3	ease	2	4	0.5	0	2	0	0	0	0
oewn-14569829-n	condition	4	23	167	3	condition	4	4	1.0	4	0	0	0	0	0
oewn-02332053-n	rodent	48	22	91	7	rat	0	48	0.0	0	0	0	0	0	0
oewn-05244557-n	system	46	22	121	5	skeleton	0	46	0.0	0	0	0	0	0	0
oewn-07068473-n	dance music	35	22	82	8	rag	1	35	0.03	1	0	0	0	0	0
oewn-04515458-n	undergarment	29	22	95	9	slip	0	29	0.0	0	0	0	0	0	0
oewn-09651094-n	recipient	27	22	49	7	host	1	27	0.04	1	0	0	0	0	0
oewn-07689142-n	vegetable oil	25	22	85	2	oil	1	25	0.04	0	1	0	0	0	0
oewn-03390403-n	fortification	23	22	77	8	castle	0	23	0.0	0	0	0	0	0	0
oewn-02191351-n	dipterous insect	22	22	102	3	fly	3	22	0.14	0	3	0	0	0	0
oewn-04974368-n	green	21	22	106	3	green	0	21	0.0	0	0	0	0	0	0
oewn-11471253-n	electromagnetic radiation	21	22	399	3	line	2	21	0.1	0	2	0	0	0	0
oewn-13381671-n	trust	20	22	132	1	trust	1	20	0.05	1	0	0	0	0	0
oewn-03913346-n	pen	19	22	89	6	pen	0	19	0.0	0	0	0	0	0	0
oewn-04936599-n	artistic style	19	22	267	3	order	1	19	0.05	1	0	0	0	0	0
oewn-04112162-n	roof	17	22	74	5	roof	1	17	0.06	0	1	0	0	0	0
oewn-04693352-n	attractiveness	17	22	83	4	charm	10	17	0.59	10	0	0	0	0	0
oewn-06544321-n	law	17	22	137	2	law	0	17	0.0	0	0	0	0	0	0
oewn-08071473-n	financial institution	17	22	203	3	bank	0	17	0.0	0	0	0	0	0	0
oewn-01010320-n	organization	15	22	254	5	order	0	15	0.0	0	0	0	0	0	0
oewn-03749393-n	memorial	15	22	55	9	brass	1	15	0.07	0	1	0	0	0	0
oewn-03951891-n	pipe	15	22	109	2	pipe	0	15	0.0	0	0	0	0	0	0
oewn-13487789-n	discharge	15	22	139	4	period	0	15	0.0	0	0	0	0	0	0
oewn-02403683-n	bovid	14	22	49	5	sheep	0	14	0.0	0	0	0	0	0	0
oewn-03814104-n	narcotic	14	22	22	3	opium	1	14	0.07	0	1	0	0	0	0
oewn-04337478-n	stove	14	22	56	3	stove	0	14	0.0	0	0	0	0	0	0
oewn-07444811-n	noise	14	22	129	4	noise	0	14	0.0	0	0	0	0	0	0
oewn-09262646-n	celestial body	14	22	149	6	star	0	14	0.0	0	0	0	0	0	0
oewn-14418422-n	insanity	14	22	62	4	madness	5	14	0.36	0	5	0	0	0	0
oewn-08597015-n	great circle	13	22	59	5	horizon	0	13	0.0	0	0	0	0	0	0
oewn-13892630-n	straight line	13	22	65	9	element	2	13	0.15	0	2	0	0	0	0
oewn-14063016-n	hunger	13	22	45	4	hunger	8	13	0.62	5	3	1	0	0	0
oewn-00368802-n	spread	12	22	113	6	spread	0	12	0.0	0	0	0	0	0	0
oewn-03530634-n	holder	12	22	66	5	holder	0	12	0.0	0	0	0	0	0	0
oewn-03637568-n	ladder	12	22	47	2	ladder	0	12	0.0	0	0	0	0	0	0
oewn-06270774-n	channel	12	22	415	5	line	4	12	0.33	1	3	1	0	0	0
oewn-07382412-n	interruption	12	22	157	8	break	0	12	0.0	0	0	0	0	0	0
oewn-13750609-n	integer	12	22	211	4	figure	0	12	0.0	0	0	0	0	0	0
oewn-03432566-n	gate	11	22	90	1	gate	0	11	0.0	0	0	0	0	0	0
oewn-04212826-n	shot	11	22	236	4	ball	0	11	0.0	0	0	0	0	0	0
oewn-14017633-n	independence	11	22	74	3	liberty	0	11	0.0	0	0	0	0	0	0
oewn-00624402-n	manual labor	10	22	80	7	application	0	10	0.0	0	0	0	0	0	0
oewn-03312219-n	exterior door	10	22	24	3	front door	0	10	0.0	0	0	0	0	0	0
oewn-04865686-n	fearlessness	10	22	44	6	daring	5	10	0.5	4	1	1	0	0	0
oewn-07216025-n	description	10	22	67	5	description	0	10	0.0	0	0	0	0	0	0
oewn-08129062-n	profession	10	22	135	2	bar	0	10	0.0	0	0	0	0	0	0
oewn-09951098-n	coach	10	22	89	2	coach	0	10	0.0	0	0	0	0	0	0
oewn-06408573-n	introduction	9	22	131	5	opening	0	9	0.0	0	0	0	0	0	0
oewn-07415506-n	pulse	9	22	132	6	beat	0	9	0.0	0	0	0	0	0	0
oewn-09528285-n	spiritual leader	9	22	31	4	priest	0	9	0.0	0	0	0	0	0	0
oewn-11459786-n	cloud	9	22	108	3	cloud	0	9	0.0	0	0	0	0	0	0
oewn-00250368-n	advancement	8	22	66	6	progress	0	8	0.0	0	0	0	0	0	0
oewn-03285724-n	elevated railway	8	22	22	1	elevated	0	8	0.0	0	0	0	0	0	0
oewn-03860335-n	organ pipe	8	22	109	2	pipe	0	8	0.0	0	0	0	0	0	0
oewn-04368182-n	supporting structure	8	22	152	5	skeleton	0	8	0.0	0	0	0	0	0	0
oewn-08401740-n	date	8	22	148	4	engagement	1	8	0.12	0	1	0	0	0	0
oewn-13389225-n	reserve	8	22	210	2	bank	0	8	0.0	0	0	0	0	0	0
oewn-15005138-n	petroleum	8	22	85	2	oil	0	8	0.0	0	0	0	0	0	0
oewn-00251126-n	development	7	22	68	5	progress	2	7	0.29	2	0	0	0	0	0
oewn-00844789-n	drinking	7	22	43	3	drinking	0	7	0.0	0	0	0	0	0	0
oewn-01016932-n	gather	7	22	58	4	gather	0	7	0.0	0	0	0	0	0	0
oewn-06422034-n	review	7	22	153	3	notice	1	7	0.14	1	0	0	0	0	0
oewn-08215965-n	military	7	22	51	2	reserve	2	7	0.29	0	2	0	0	0	0
oewn-08641960-n	post	7	22	136	3	post	2	7	0.29	2	0	0	0	0	0
oewn-13387866-n	accumulation	7	22	137	5	stock	1	7	0.14	0	1	0	0	0	0
oewn-00147392-n	convergence	6	22	122	3	meeting	0	6	0.0	0	0	0	0	0	0
oewn-00452852-n	blood sport	6	22	90	2	hunt	0	6	0.0	0	0	0	0	0	0
oewn-00623308-n	struggle	6	22	60	5	struggle	1	6	0.17	0	1	0	0	0	0
oewn-01220349-n	employment	6	22	125	3	engagement	0	6	0.0	0	0	0	0	0	0
oewn-04320358-n	steering system	6	22	44	2	helm	0	6	0.0	0	0	0	0	0	0
oewn-06719615-n	decoration	6	22	67	5	palm	0	6	0.0	0	0	0	0	0	0
oewn-09610740-n	fictional character	6	22	200	1	character	0	6	0.0	0	0	0	0	0	0
oewn-10742224-n	trainer	6	22	89	2	coach	1	6	0.17	0	1	0	0	0	0
oewn-13363707-n	speculation	6	22	61	3	venture	0	6	0.0	0	0	0	0	0	0
oewn-00496535-n	solitaire	5	22	43	1	patience	0	5	0.0	0	0	0	0	0	0
oewn-00949535-n	misuse	5	22	112	3	habit	5	5	1.0	0	5	0	0	0	0
oewn-02505758-n	proboscidean	5	22	43	2	elephant	0	5	0.0	0	0	0	0	0	0
oewn-03059655-n	coach	5	22	119	4	coach	0	5	0.0	0	0	0	0	0	0
oewn-03389963-n	formation	5	22	75	4	rigging	0	5	0.0	0	0	0	0	0	0
oewn-04279001-n	spectacle	5	22	44	1	spectacle	0	5	0.0	0	0	0	0	0	0
oewn-05266723-n	wave	5	22	124	2	wave	0	5	0.0	0	0	0	0	0	0
oewn-05624569-n	know-how	5	22	51	2	method	1	5	0.2	1	0	0	0	0	0
oewn-06775422-n	comment	5	22	154	3	note	0	5	0.0	0	0	0	0	0	0
oewn-07332119-n	slip	5	22	202	5	fall	2	5	0.4	0	2	0	0	0	0
oewn-08002070-n	couple	5	22	110	2	couple	0	5	0.0	0	0	0	0	0	0
oewn-13274154-n	acquisition	5	22	91	5	purchase	2	5	0.4	2	0	0	0	0	0
oewn-13298909-n	expense	5	22	43	2	expense	3	5	0.6	0	3	0	0	0	0
oewn-13895060-n	recess	5	22	202	3	corner	0	5	0.0	0	0	0	0	0	0
oewn-13923115-n	column	5	22	84	3	tower	0	5	0.0	0	0	0	0	0	0
oewn-13983403-n	unreality	5	22	109	2	cloud	3	5	0.6	0	3	0	0	0	0
oewn-00884639-n	smell	4	22	78	4	smell	0	4	0.0	0	0	0	0	0	0
oewn-02506148-n	elephant	4	22	42	2	elephant	0	4	0.0	0	0	0	0	0	0
oewn-03114137-n	corner	4	22	193	2	corner	0	4	0.0	0	0	0	0	0	0
oewn-04302017-n	stable	4	22	22	1	stable	0	4	0.0	0	0	0	0	0	0
oewn-06523865-n	resolution	4	22	129	3	resolution	1	4	0.25	1	0	0	0	0	0
oewn-07230037-n	exposure	4	22	29	2	expose	0	4	0.0	0	0	0	0	0	0
oewn-07671114-n	leg	4	22	202	1	leg	2	4	0.5	2	0	0	0	0	0
oewn-08235133-n	complement	4	22	178	3	company	0	4	0.0	0	0	0	0	0	0
oewn-08420588-n	occupational group	4	22	61	2	profession	0	4	0.0	0	0	0	0	0	0
oewn-10300642-n	magistrate	4	22	22	2	magistrate	0	4	0.0	0	0	0	0	0	0
oewn-10700830-n	suspect	4	22	44	1	suspect	3	4	0.75	1	2	1	0	0	0
oewn-14686753-n	mineral	183	21	36	4	spar	1	183	0.01	1	0	0	0	0	0
oewn-14093842-n	disease	70	21	22	4	disease	27	70	0.39	6	21	1	0	0	0
oewn-10651974-n	specialist	58	21	22	3	shrink	0	58	0.0	0	0	0	0	0	0
oewn-14802595-n	agent	47	21	50	3	agent	6	47	0.13	2	4	1	0	0	0
oewn-04028192-n	pump	33	21	110	2	gun	2	33	0.06	2	0	0	0	0	0
oewn-14831008-n	chemical	32	21	30	7	chemical	0	32	0.0	0	0	0	0	0	0
oewn-08415730-n	assortment	29	21	96	7	variety	1	29	0.03	0	1	0	0	0	0
oewn-09270316-n	cloud	24	21	106	1	cloud	0	24	0.0	0	0	0	0	0	0
oewn-03606190-n	joint	23	21	67	7	joint	0	23	0.0	0	0	0	0	0	0
oewn-04689819-n	spot	23	21	162	6	spot	2	23	0.09	0	2	0	0	0	0
oewn-13346032-n	rate	23	21	81	2	rate	0	23	0.0	0	0	0	0	0	0
oewn-14465291-n	dominance	21	21	93	12	rule	3	21	0.14	0	3	0	0	0	0
oewn-05209765-n	capability	16	21	166	4	strength	6	16	0.38	5	1	1	0	0	0
oewn-08555400-n	city district	16	21	135	7	quarter	4	16	0.25	1	3	1	0	0	0
oewn-15307914-n	speed	16	21	59	3	speed	3	16	0.19	2	1	1	0	0	0
oewn-04336328-n	storehouse	15	21	62	6	store	0	15	0.0	0	0	0	0	0	0
oewn-00910607-n	creating from raw materials	14	21	83	7	building	0	14	0.0	0	0	0	0	0	0
oewn-05060366-n	permanence	14	21	143	5	strength	0	14	0.0	0	0	0	0	0	0
oewn-14019785-n	subjugation	14	21	57	9	slavery	0	14	0.0	0	0	0	0	0	0
oewn-01075165-n	indulgence	13	21	59	4	indulgence	3	13	0.23	3	0	0	0	0	0
oewn-06367922-n	address	12	21	172	3	address	0	12	0.0	0	0	0	0	0	0
oewn-09451197-n	seashore	12	21	61	6	coast	0	12	0.0	0	0	0	0	0	0
oewn-00360064-n	cut	11	21	243	6	cut	3	11	0.27	3	0	0	0	0	0
oewn-00750872-n	dishonesty	11	21	75	6	trick	2	11	0.18	2	0	0	0	0	0
oewn-06559050-n	warrant	11	21	65	3	pardon	0	11	0.0	0	0	0	0	0	0
oewn-09648150-n	money handler	11	21	51	2	drawer	0	11	0.0	0	0	0	0	0	0
oewn-00388465-n	cut	10	21	245	8	cut	0	10	0.0	0	0	0	0	0	0
oewn-03601980-n	jewel	10	21	61	8	jewel	0	10	0.0	0	0	0	0	0	0
oewn-06404578-n	article	10	21	67	3	article	0	10	0.0	0	0	0	0	0	0
oewn-00561566-n	pass	9	21	142	4	passing	0	9	0.0	0	0	0	0	0	0
oewn-03018908-n	chest of drawers	9	21	63	3	chest	2	9	0.22	2	0	0	0	0	0
oewn-05781046-n	argumentation	9	21	403	3	line	1	9	0.11	0	1	0	0	0	0
oewn-00758433-n	sin	8	21	164	3	fall	4	8	0.5	3	1	1	0	0	0
oewn-02825355-n	bedspread	8	21	88	3	spread	0	8	0.0	0	0	0	0	0	0
oewn-05833063-n	proof	8	21	136	5	proof	4	8	0.5	4	0	0	0	0	0
oewn-09301443-n	fault	8	21	210	4	break	0	8	0.0	0	0	0	0	0	0
oewn-04054513-n	railing	7	21	125	4	bar	0	7	0.0	0	0	0	0	0	0
oewn-04224949-n	signboard	7	21	215	2	sign	0	7	0.0	0	0	0	0	0	0
oewn-04735326-n	quality	7	21	93	3	quality	7	7	1.0	5	2	1	0	0	0
oewn-05166002-n	superiority	7	21	108	3	edge	4	7	0.57	4	0	0	0	0	0
oewn-10109789-n	financier	7	21	69	4	principal	0	7	0.0	0	0	0	0	0	0
oewn-00166763-n	move	6	21	103	1	move	0	6	0.0	0	0	0	0	0	0
oewn-00190414-n	run	6	21	302	2	run	1	6	0.17	0	1	0	0	0	0
oewn-00748327-n	vice	6	21	195	3	play	0	6	0.0	0	0	0	0	0	0
oewn-03355448-n	fisherman's lure	6	21	104	2	fly	0	6	0.0	0	0	0	0	0	0
oewn-13348698-n	loss	6	21	133	3	loss	5	6	0.83	1	4	1	0	0	0
oewn-01329963-n	hybrid	5	21	85	1	cross	0	5	0.0	0	0	0	0	0	0
oewn-02706358-n	amobarbital	5	21	149	1	blue	1	5	0.2	0	1	0	0	0	0
oewn-04255138-n	snake	5	21	83	3	snake	1	5	0.2	0	1	0	0	0	0
oewn-07320870-n	scandal	5	21	70	3	skeleton	0	5	0.0	0	0	0	0	0	0
oewn-10101439-n	father figure	5	21	21	1	stepfather	0	5	0.0	0	0	0	0	0	0
oewn-10351554-n	mortician	5	21	21	1	undertaker	0	5	0.0	0	0	0	0	0	0
oewn-10428756-n	pauper	5	21	24	4	beggar	2	5	0.4	0	2	0	0	0	0
oewn-13708631-n		5	21	99	4	pound	0	5	0.0	0	0	0	0	0	0
oewn-00368594-n	extension	4	21	126	4	spread	0	4	0.0	0	0	0	0	0	0
oewn-03143320-n	crown	4	21	88	3	crown	1	4	0.25	1	0	0	0	0	0
oewn-03849753-n	oil paint	4	21	84	1	oil	0	4	0.0	0	0	0	0	0	0
oewn-07405840-n	rattle	4	21	35	2	rattle	0	4	0.0	0	0	0	0	0	0
oewn-09236472-n	bank	4	21	179	3	bank	0	4	0.0	0	0	0	0	0	0
oewn-09952556-n	cobbler	4	21	22	2	shoemaker	0	4	0.0	0	0	0	0	0	0
oewn-10183826-n	headmaster	4	21	176	2	master	0	4	0.0	0	0	0	0	0	0
oewn-14647071-n	chemical element	55	20	59	3	element	5	55	0.09	0	5	0	0	0	0
oewn-08293641-n	school	38	20	116	6	school	0	38	0.0	0	0	0	0	0	0
oewn-03298959-n	equipment	37	20	75	8	material	0	37	0.0	0	0	0	0	0	0
oewn-03632523-n	knot	30	20	174	3	bow	0	30	0.0	0	0	0	0	0	0
